"filename", "language", "C++", "C", "comment", "blank", "total"
"c:\Users\45228\Desktop\share\ddos\code\kernel\mm\pmm.c", "C", 0, 110, 0, 9, 119
"c:\Users\45228\Desktop\share\ddos\code\kernel\mm\pmm.h", "C++", 4, 0, 0, 1, 5
"c:\Users\45228\Desktop\share\ddos\code\kernel\mm\vmm.c", "C", 0, 148, 0, 11, 159
"c:\Users\45228\Desktop\share\ddos\code\kernel\mm\vmm.h", "C++", 7, 0, 0, -1, 6
"Total", "-", 11, 258, 0, 20, 289
